,iter,pn,ps,pns,llk_ratio,max_iter
0,1,0.9976633981688959,0.0070409212537030355,0.007007671052530738,0.9990799502021895,500
1,2,0.9962934570744751,0.005590448682106719,0.005564326858501903,0.9992808067805428,500
2,3,0.9950673554412004,0.009467231256529216,0.009423269718027155,0.9992005033525986,500
3,4,0.9965048371196782,0.008063687677943092,0.00802631102475832,0.9994190514581048,500
4,5,0.9935612469297076,0.006807120005648862,0.006775496240873181,0.9994513538556278,500
5,6,0.9953361071370026,0.007063561273283526,0.007030714496261688,0.999467284657206,500
6,7,0.9867090110884278,0.0072065988682339195,0.0071737316060791955,0.9993548169401998,500
7,8,0.9979029184239854,0.010069654903275466,0.010022208042269947,0.9991032926190037,500
8,9,0.9862174937724687,0.005169389448022226,0.005145675839996478,0.9995758904788727,500
9,10,0.9964736364709098,0.012710887319532255,0.012651065629556806,0.9988861688187671,500
10,11,0.9943992538724818,0.007920018728992194,0.00788308775192962,0.9992995852535697,500
11,12,0.9919055826392076,0.010227375593967063,0.010179914139697164,0.9990329508812805,500
12,13,0.9978155954148342,0.011961633115069148,0.011905368081247139,0.9987271996859971,500
13,14,0.9964420263819881,0.01403991878780783,0.013973975020083058,0.9987117678069254,500
14,15,0.9938524724635254,0.009235130483066728,0.009192246150464132,0.9991832776704255,500
15,16,0.9933302911142725,0.007314528885469654,0.007280592387586392,0.9992961661169745,500
16,17,0.9942141548393263,0.006852670923324645,0.006820734357044788,0.999422442008376,500
17,18,0.9912559800056934,0.007151969341993809,0.007118933449678774,0.9994527306000054,500
18,19,0.9976206372826637,0.014461590475979308,0.01439312378165629,0.9987618722297121,500
19,20,0.9954486855805678,0.0077196996636345475,0.007683797667429814,0.9994335506962655,500
20,21,0.978288298654786,0.0030180947496909875,0.003004145960244751,0.9996888927957339,500
21,22,0.9955633070043548,0.009908515554984615,0.00986213636378326,0.9991344185861296,500
22,23,0.9940326018861837,0.007904647259648788,0.007867966033165476,0.9993194973070125,500
23,24,0.9948619371189558,0.010581023347505134,0.010531573501616218,0.9991221828428123,500
24,25,0.9965963252680408,0.010380687638591539,0.010331997152921824,0.9991119927849141,500
25,26,0.9931177261038767,0.007799946212776437,0.007763946879666057,0.9993208204640167,500
26,27,0.9837124101797011,0.0033626912201305936,0.003347153881785988,0.9996202668917483,500
27,28,0.9935826032505011,0.009699064232333715,0.009654038035829182,0.9989795274131186,500
28,29,0.994110886335855,0.008049904311261664,0.008012591154345092,0.9993464555345248,500
29,30,0.9952020711110389,0.007225479253536433,0.00719186139941175,0.9993786143273409,500
30,31,0.99358889874277,0.006697576969368199,0.006666581797128215,0.9995306324445604,500
31,32,0.9979097814072686,0.012124492419168022,0.012064548270207925,0.9977946581907449,500
32,33,0.9920791855093675,0.004645639792703756,0.004624240019159855,0.9995210358976135,500
33,34,0.9940353582096233,0.006696488033042402,0.006665421388405426,0.9995106975889366,500
34,35,0.9955770983699591,0.010654182650078297,0.010604898972219239,0.9991853261186467,500
35,36,0.9959013159423766,0.009100540650573035,0.00905795069945395,0.9990436847366656,500
36,37,0.9969161280314588,0.01580392447489755,0.015729632893115967,0.9984974224768045,500
37,38,0.9973708712748693,0.015992491758115856,0.015917403346458428,0.9984092315666752,500
38,39,0.9934448027484153,0.006831945704633967,0.006800408705743409,0.9993864777433609,500
39,40,0.9927346250524818,0.004932588852344414,0.004909718239722188,0.9996028135850067,500
40,41,0.9918844722331486,0.005852143704776953,0.005825209823644449,0.9995733298156612,500
41,42,0.9961324828358299,0.010370578110532986,0.010321920838651301,0.9990136153050729,500
42,43,0.9975404269726978,0.012413361461258937,0.012354547570827153,0.9988017097097412,500
43,44,0.9787854904542715,0.0038383475314498917,0.0038207721991275986,0.99966749737514,500
44,45,0.9971370855532234,0.009513845431925743,0.00946940352495399,0.9992419210812022,500
45,46,0.9930434007224203,0.005972565755873974,0.005944820258461305,0.9994910123924164,500
46,47,0.990086314880871,0.004388356839849547,0.00436806614308734,0.9994885062396547,500
47,48,0.9942897761490426,0.0071581456125908525,0.00712485329119316,0.999291012613543,500
48,49,0.9946940193742725,0.00832140860145941,0.00828244573492764,0.9987159021153768,500
49,50,0.9965619891602541,0.010211699706792091,0.010164006145540975,0.9991253870357606,500
50,51,0.9964749832304157,0.009008992725321834,0.008966908052072363,0.9992186657813753,500
51,52,0.9933925831603422,0.006933298882742963,0.006901479244863793,0.9994344841070213,500
52,53,0.9874472736399887,0.0037827592596333965,0.0037654908528565283,0.9995388472342621,500
53,54,0.9971119135896178,0.01288961816899549,0.012829330533990711,0.9988264411335911,500
54,55,0.9915787697281115,0.0047302438629723805,0.004708352963216866,0.9995570449965948,500
55,56,0.9952944216372397,0.006444869656891459,0.006415000531933131,0.9995860418280129,500
56,57,0.9920612011533226,0.0043778834733957895,0.00435761379641186,0.9995593506576138,500
57,58,0.9957388175775213,0.006469236036841239,0.006439194232671431,0.99944286299169,500
58,59,0.9965469372928961,0.013072891020392708,0.013011392375576351,0.9989091947218397,500
59,60,0.9955380957788633,0.008421716767336778,0.008382485245811854,0.9991947119443694,500
60,61,0.9986521053346075,0.014332168633965237,0.014263929618450794,0.9986768472275609,500
61,62,0.9923179179794905,0.00854109228319056,0.008501466493701591,0.9993047942172764,500
62,63,0.9862860529168483,0.003296237708508264,0.003280997412142033,0.9996811482355186,500
63,64,0.992319083900022,0.007108339088844087,0.00707500605477367,0.9991470964467003,500
64,65,0.9928160785009684,0.006899674877267701,0.0068676620816390125,0.9994121674688904,500
65,66,0.9842285670376242,0.004116930547952727,0.004097931202619379,0.9997065614912195,500
66,67,0.9958326952394931,0.006072427391344795,0.0060441781148881015,0.9995053709664009,500
67,68,0.997138943295706,0.007686808295191296,0.007650902409490822,0.9992590322908822,500
68,69,0.998395346797915,0.014975983879981425,0.014906146284357082,0.9987111904010278,500
69,70,0.9872925764487062,0.004700206006469322,0.004678459269802935,0.9995418107977703,500
70,71,0.9951454998818655,0.006824971270109091,0.006793358413419637,0.9994884318066789,500
71,72,0.993597226343438,0.006889085663052035,0.00685714422937117,0.9994904361548476,500
72,73,0.9958286642603186,0.015003636204458689,0.014932743223463224,0.9985169997907115,500
73,74,0.9966643654002497,0.012326330018984285,0.012268279030990542,0.9988972462916971,500
74,75,0.9930536822525958,0.007011517623952716,0.006979137023701827,0.999407847233765,500
75,76,0.9945402625430875,0.006602526561151492,0.006571837238225513,0.9994350914982614,500
76,77,0.9819813173158932,0.002623479827492026,0.002611329018074864,0.9995828872954861,500
77,78,0.9887770864486884,0.007439862413937205,0.007405715083022841,0.9993086731117452,500
78,79,0.9934480150343937,0.00831054307006632,0.008271909096924693,0.9993083659972535,500
79,80,0.9920709130973714,0.0061297574788898865,0.006101219375872285,0.9994387469560008,500
80,81,0.9854587165102501,0.0034041726824251962,0.003388416703809996,0.9996324161279457,500
81,82,0.9921073877466691,0.007916893160905528,0.007880132405299443,0.9993769036432298,500
82,83,0.9911352499799515,0.008079789642702414,0.008042774663124915,0.9993570889629961,500
83,84,0.9881247232235082,0.005400023533505958,0.005374956031203374,0.9994811550451267,500
84,85,0.998692240127007,0.01775799680450007,0.017672393006812424,0.99823111303708,500
85,86,0.9938896707428214,0.006938339572777098,0.006906050992007306,0.9994452105180807,500
86,87,0.9979869728468532,0.015362373735803877,0.01528916970939376,0.9984337951192339,500
87,88,0.9955975145948742,0.010496074106954079,0.010446555307770092,0.9987629499262812,500
88,89,0.9926586422587743,0.00420370911672748,0.004184121742918947,0.9994060090212061,500
89,90,0.9940829866029701,0.005774786438277508,0.005748018100857504,0.9995536818370845,500
90,91,0.9981676415190525,0.008150762976494063,0.008112749254221067,0.9992902167560118,500
91,92,0.9928893599479278,0.0075487612988086785,0.007513780220934664,0.9993827096548518,500
92,93,0.9926336159356683,0.007031779293649073,0.006999093336973401,0.999318811963074,500
93,94,0.9913547909823633,0.007225075379450441,0.00719169172241186,0.9995081790640933,500
94,95,0.9857284534841876,0.0023713033437133798,0.002360328184008804,0.9997570558011202,500
95,96,0.9890059747381325,0.005741992035340677,0.005715409536743768,0.9995389351722941,500
96,97,0.988182354712351,0.003930732722348404,0.003912536279613795,0.999518764530554,500
97,98,0.983994782211411,0.004349552942629011,0.004329492827637929,0.9994460286817499,500
98,99,0.9969021649047645,0.013391204599329814,0.01332833806784695,0.9987465009531041,500
99,100,0.9933743271537888,0.006815684287298126,0.006784035972675786,0.9994036902634333,500
100,101,0.9946108375103123,0.007433840514860097,0.00739927770053861,0.99939284591769,500
101,102,0.9977660626405781,0.016543554333758204,0.016465491180259667,0.9984541671675851,500
102,103,0.9955079609992185,0.010401620215915865,0.010353012371871653,0.9991764314964481,500
103,104,0.992418584881325,0.005631238335851621,0.0056051198816208445,0.999582280335134,500
104,105,0.9963498521334982,0.010524489633945722,0.010474653984490398,0.9988618847699141,500
105,106,0.9977251539174407,0.012991180751856578,0.012930391994075486,0.9989265509588953,500
106,107,0.9959433833094141,0.007785299171334428,0.007749007291475576,0.9993800239357438,500
107,108,0.9974377477018176,0.014208591155805654,0.01414159987586151,0.9986670366552991,500
108,109,0.9912022991033687,0.011396095903248053,0.011343351914114869,0.9990503705580585,500
109,110,0.9933173185689461,0.008443746168663745,0.008404930674553553,0.9994114623830699,500
110,111,0.9961210529864307,0.008793991746172108,0.008752931299824566,0.9993471121121356,500
111,112,0.9930396538706812,0.007793105318051023,0.007756497776241758,0.9989826798196054,500
112,113,0.9966159256692673,0.01234406671879799,0.012286209507496619,0.9989328100047048,500
113,114,0.9958291834132357,0.0066582270882263065,0.006627259128221518,0.9994992819983015,500
114,115,0.9950906228028835,0.007213941529462686,0.007180334419495264,0.9992436531797875,500
115,116,0.9918287667715303,0.004779786199811204,0.0047575502607541545,0.9994984266919689,500
116,117,0.9956516085024971,0.008466083107131405,0.00842665413975006,0.9993471460098522,500
117,118,0.9981562439319431,0.014000887851770411,0.01393441678444309,0.9986309112460269,500
118,119,0.9983845801837767,0.015296728548776605,0.015224083142827837,0.9985313585661632,500
119,120,0.9979713584897526,0.00985378796446083,0.009807418648218515,0.9990134395589503,500
120,121,0.9924313609382333,0.004864180935042581,0.0048416534116674965,0.999359984639512,500
121,122,0.9987652544880173,0.010365946865819486,0.010317442636375504,0.9990480373061932,500
122,123,0.995259316335947,0.008073016447711566,0.008035594643011242,0.9994611627692668,500
123,124,0.9964040873618907,0.009853581363016615,0.009807559456617316,0.9991373533101089,500
124,125,0.9897982343019949,0.005211736514307961,0.005187559471686539,0.9993972853925772,500
125,126,0.9983710960078293,0.018144457154359202,0.018057293633987576,0.9983283952853838,500
126,127,0.9982622864242241,0.017563574472141037,0.01748001502593129,0.9983467956352008,500
127,128,0.9915355314970474,0.007004013864508198,0.006972196374484782,0.9993824875581259,500
128,129,0.9944757990373824,0.006394282131354798,0.006364989640110455,0.99941525769791,500
129,130,0.9961499925799969,0.012399390319791245,0.012341108837058485,0.9988719962381853,500
130,131,0.9927661910933991,0.006529021009804791,0.006498783773937314,0.9995311209501984,500
131,132,0.995685845181409,0.009162222583408597,0.009119967072901542,0.9992709880796338,500
132,133,0.9960466253694292,0.015490575724614776,0.015418287874909866,0.9983938240333952,500
133,134,0.998139919881788,0.012636923245792348,0.012577047546066299,0.9987506436285275,500
134,135,0.9975905473860327,0.013072161997862609,0.013011028387752456,0.9988137958850948,500
135,136,0.9975898983249591,0.017467228908819316,0.017383514571432973,0.9981985088330627,500
136,137,0.9928795526938264,0.0071675923666276505,0.007134270028416873,0.9994330398842065,500
137,138,0.99486507493895,0.007209992425811874,0.007176358529343244,0.9993243725623228,500
138,139,0.9957304106882069,0.013248478443150568,0.013187114672830798,0.99875923777454,500
139,140,0.9976949033693293,0.012985991863950379,0.012924681905033071,0.998951047332846,500
140,141,0.9934937418892296,0.0063259547596704055,0.006296562294471346,0.999421652795461,500
141,142,0.9952836251606522,0.006866033695644896,0.006834248287535894,0.9993361464524005,500
142,143,0.9840119768857704,0.004174436640164959,0.004155165356326027,0.9994967214760689,500
143,144,0.9963600789895543,0.008381156170414314,0.008342201305535056,0.9992496651177758,500
144,145,0.9955841672453527,0.010597388273465696,0.010547519980059377,0.9989349531495938,500
145,146,0.9968516676477176,0.011511535940319359,0.011457503035430937,0.9989752527258547,500
146,147,0.9989863835067722,0.01920501298555768,0.019111954698407214,0.9979817718887586,500
147,148,0.9985364560722486,0.017053730231849164,0.01697205487052631,0.9984757428329971,500
148,149,0.9919884000901877,0.004857774999033489,0.004835343937011347,0.9996266635394465,500
149,150,0.9933842988251508,0.005505456804785585,0.005479968477917119,0.999478384545277,500
150,151,0.9948735903534741,0.010206170053777925,0.01015863143896236,0.999139083417776,500
151,152,0.9900177690388584,0.005976592823083079,0.005949058864696495,0.9994645006261127,500
152,153,0.9885448594319737,0.005313627234056109,0.005289196000546691,0.999501384290209,500
153,154,0.9949138040045777,0.010805851561857599,0.01075567243372544,0.9989678272331384,500
154,155,0.9896039769192309,0.006897687320289573,0.00686605281705402,0.9994929010249283,500
155,156,0.9969858778293637,0.011650615680236079,0.011595662216360353,0.9987422312528617,500
156,157,0.9978382182202206,0.007825208999763125,0.007788698550660488,0.999443565476276,500
157,158,0.9977317605243924,0.011512327828483325,0.011458131447624581,0.9989717496236201,500
158,159,0.9943669219852834,0.006567904093482721,0.006537383613014993,0.9993573162743049,500
159,160,0.9951587143640868,0.008927622997842433,0.008886069712649816,0.9990606913356487,500
160,161,0.9967113944398249,0.010334688393888127,0.01028649588022522,0.9990602194636233,500
161,162,0.9966787076002922,0.007944897611531878,0.007907913002160443,0.9992976695495596,500
162,163,0.9960218111366967,0.007182622731751888,0.007149158339199337,0.999351686532374,500
163,164,0.998921172641652,0.017723886398320562,0.017638591235839194,0.9981527540586075,500
164,165,0.9813259344305756,0.003883224068911488,0.003865233208140144,0.9994490441879919,500
165,166,0.9982318514187357,0.01030079305355593,0.010252453075905488,0.9992184703326205,500
166,167,0.9936216510825031,0.0083535150935003,0.00831478024117345,0.9991780697783306,500
167,168,0.992462852997341,0.00922230302458713,0.009179449025012948,0.9991881223524482,500
168,169,0.9971760663015129,0.010994530153985691,0.010942404925754906,0.9986098137943258,500
169,170,0.9984766196158534,0.01615565662585441,0.016078430226401597,0.9984313829489119,500
170,171,0.9954940038333456,0.008839268723698305,0.008798014540914266,0.999268027385326,500
171,172,0.9937245267669608,0.008546542389457847,0.008507223471786316,0.999324207238886,500
172,173,0.9856086227315167,0.0032460077666024616,0.003231052598187141,0.9997102794252478,500
173,174,0.9929599437210404,0.007698421315553249,0.007663026296047816,0.9993575323847739,500
174,175,0.9967372978018331,0.008362117060125766,0.008323183577801208,0.9993939372420155,500
175,176,0.9936385169755697,0.0057328162910154756,0.005706281676359616,0.9994992100888281,500
176,177,0.9933874855342959,0.005899137370140827,0.005871657064352406,0.9993519123777735,500
177,178,0.9933009044481822,0.01007014426178389,0.010023473525020112,0.9992188069984302,500
178,179,0.9984555195576371,0.011324832916324048,0.011271697502076478,0.9991752338196145,500
179,180,0.9915774976045522,0.005443015749514341,0.0054177779587566794,0.9993768338792013,500
180,181,0.9940868510606018,0.005467797749112012,0.005442411943742122,0.9994751311830341,500
181,182,0.9929371336109596,0.005970333112003537,0.005942701132563685,0.9995133588771055,500
182,183,0.9977598777741906,0.012638064807813789,0.012578574236588353,0.998881480420244,500
183,184,0.9937326701266964,0.005260223910690399,0.005235642390537005,0.9995174827817814,500
184,185,0.9977028906631109,0.0118131353151627,0.011757501994374593,0.9989345063256344,500
185,186,0.9942072228345818,0.006921887956405117,0.006889587799768313,0.9993563329762292,500
186,187,0.9906698995932902,0.006385360793750607,0.006355787063177924,0.9994115386772292,500
187,188,0.9949442208235165,0.008283197587437481,0.008244598709629642,0.9994324464610924,500
188,189,0.9958055327791935,0.013633908146961282,0.013570785992140382,0.9986439504088459,500
189,190,0.9890646115466131,0.0042642160169444315,0.004244447954111378,0.9993310123993059,500
190,191,0.9946140426043404,0.007284681435191841,0.007250906193163276,0.9993712668880478,500
191,192,0.9931637912691088,0.006373970707943197,0.006344292052611221,0.9995038476643602,500
192,193,0.993130739807148,0.007813524232119656,0.00777711146929919,0.9993369770931402,500
193,194,0.9928483359938127,0.006863924204800721,0.0068321188885557375,0.9994222087787211,500
194,195,0.985431569072602,0.005299079662911485,0.005274706141992223,0.9994389192918073,500
195,196,0.9846151231342579,0.005702003844173032,0.005675738672679237,0.9993887530377318,500
196,197,0.9914974069833347,0.005047230482311859,0.005023834395816704,0.9996523696566482,500
197,198,0.9974223170721193,0.01971958743114523,0.019625122584733326,0.9979060975411644,500
198,199,0.9903258716866001,0.008408591250423939,0.008369764756189215,0.9992259873696668,500
199,200,0.9969374484340179,0.005793601428626049,0.005766352739649873,0.9990990343694066,500
